,duration,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
1691,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1692,49500505.0,55.0,47.0,1759455.0,1989566.0,66484.0136239782,102062.896907216,132553.482241366,147342.088121991,24.6664150194,7556.4077578603,5.0,1759455.0,40574.1844262295,85804.932453764,2115268.0,2115268.0,2115268.0,0.0,1759455.0,1759455.0,1759455.0,0.0,Non-VPN
1693,44414901.0,20001344.0,36.0,20226017.0,7219682.0,20100000.0,45741.4016477858,158867.801846378,312426.357461928,21.9520921593,1288.1487679101,36.0,7084599.0,45600.5143737166,306999.599646388,3022377.0,8855963.6,18782084.0,6379038.18393608,1856275.0,3898002.8,7084599.0,1982052.93191931,Non-VPN
1694,24812558.0,60.0,168.0,1017830.0,1008413.0,94131.2123552124,173322.678321678,184438.769955965,182707.019475771,16.2820778091,4954.5073103708,60.0,606503.0,61569.6228287841,108832.892814385,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1695,11016432.0,-1.0,23028.0,-1.0,182056.0,0.0,106955.650485437,0.0,30504.2853949256,9.4404431489,13221.0683095943,23028.0,182056.0,106955.650485437,30504.2853949256,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1696,41238578.0,19831904.0,51.0,19831904.0,11579685.0,19800000.0,87369.8686440678,0.0,684655.862981774,11.5183409088,5417.112103138,51.0,11579685.0,87001.2194092827,675231.296891794,2877841.0,10300000.0,18528833.0,6585836.57969823,1384032.0,6301223.25,11579685.0,4438615.17343806,Non-VPN
1697,20225648.0,-1.0,54.0,-1.0,7215294.0,0.0,69984.9411764706,0.0,506885.29552168,14.3876725235,918.1906063034,54.0,6981836.0,69743.6137931035,494752.982565725,3014272.0,6664063.33333333,9718883.0,3391672.98371052,2778109.0,4551333.33333333,6981836.0,2177576.92820112,Non-VPN
1698,36879771.0,-1.0,35.0,-1.0,107560.0,0.0,19838.4997310382,0.0,25661.188955758,50.4612677774,19389.4913284575,35.0,107560.0,19827.8338709677,25631.3687996918,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1699,18667052.0,-1.0,43.0,-1.0,115142.0,0.0,21285.1220068415,0.0,26927.3745101138,47.088313677,15482.9482448541,43.0,115142.0,21260.8792710706,26893.0999898291,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1700,44542870.0,214.0,1.0,9979332.0,10016183.0,3711905.83333333,4044812.54545455,3938031.88441816,3965436.63433395,0.5612570542,27.25464255,1.0,9978570.0,1855952.91666667,3314474.71333671,1571636.0,6356228.42857143,10028665.0,3267533.45110265,1571108.0,6219933.42857143,9978570.0,3264880.88820426,Non-VPN
1701,33092444.0,0.0,174.0,22319412.0,22119438.0,4111738.625,4727445.28571429,7734920.7635633,8049962.38815982,0.5137124354,77.5403593642,0.0,22119438.0,2068277.75,5637945.56512623,5213841.0,11000000.0,22319092.0,9833854.48910618,5213310.0,10900000.0,22119438.0,9719110.23104486,Non-VPN
1702,58411786.0,1.0,25.0,10029277.0,10000468.0,258458.654867257,250693.678111588,1363018.15643758,1330947.06637764,7.8922428429,4948.1965848468,1.0,9749330.0,126982.143478261,941034.828826968,1331367.0,5809906.4,10443899.0,3848396.83252179,1200529.0,5153647.9,9749330.0,4025039.75785935,Non-VPN
1703,54601002.0,61.0,0.0,20849802.0,20849576.0,1400025.69230769,1331720.75609756,4479954.6376939,4408777.43045833,1.5018039413,121.1699375041,0.0,20849558.0,674086.444444445,3165989.29649476,1330981.0,11100000.0,20850855.0,10800000.0,1122991.0,10900000.0,20849558.0,10900000.0,Non-VPN
1704,50340502.0,1.0,128.0,10036602.0,10000519.0,3340923.6,3336836.2,3642280.67817699,3583730.20992921,0.6356710547,32.1808471437,1.0,9773871.0,1623887.16129032,2928892.26539777,3020329.0,6264231.75,10036602.0,2781806.49013577,2604816.0,5969930.125,9773871.0,2753010.3754977,Non-VPN
1705,16909044.0,156.0,1.0,9303538.0,9303544.0,2410145.71428571,2113541.0,4023303.31742116,3819631.11447127,1.0053791332,130.8175672143,1.0,9302817.0,1056815.25,2827181.83058435,7151648.0,8435266.5,9718885.0,1815310.69161273,7150873.0,8226845.0,9302817.0,1521654.19513338,Non-VPN
1706,59594053.0,15.0,0.0,9642573.0,10001358.0,31398.0779768177,32073.6776103337,366047.604944615,388121.167640944,63.0599835188,44559.1106213232,0.0,9642573.0,15862.1381421347,259188.788124743,1402288.0,4285883.53846154,10000511.0,2892049.27006956,1029753.0,3523299.46153846,9642573.0,2686634.28580895,Non-VPN
1707,59830542.0,1.0,56.0,19021709.0,19059925.0,1534116.46153846,1758629.38235294,4128805.79872738,4363413.6314747,1.2535403741,101.553484172,1.0,19021709.0,808520.837837838,3044876.45835301,2518757.0,12000000.0,26074705.0,10200000.0,2319129.0,9929175.4,19021709.0,7518002.0420804,Non-VPN
1708,56202764.0,40.0,0.0,7763130.0,7761082.0,75988.9401360544,76569.4809264305,510978.670165067,511560.369097055,26.1730899925,7675.8146627807,0.0,7760714.0,38233.1727891156,359210.517978653,2000008.0,6205763.44444444,21183920.0,5953502.82034708,1441698.0,3849413.33333333,7760714.0,2278304.67762679,Non-VPN
1709,30700475.0,0.0,34.0,3043124.0,3043149.0,500034.409836066,568527.314814815,606250.311392549,538944.840028103,3.8110159533,239.735704415,0.0,3042792.0,264659.267241379,449167.914963133,1001590.0,5072809.6,12150581.0,4709951.15687053,1001092.0,1608709.8,3042792.0,908977.418512666,Non-VPN
1710,59602929.0,16.0,0.0,10042528.0,10009108.0,107005.969479354,107925.885245902,841464.322145391,858150.239105733,18.5896904496,5286.6529428445,0.0,9649731.0,53841.8509485095,589444.368843901,1071991.0,4887750.08333333,10009128.0,3798348.37366082,1037717.0,4414927.08333333,9649731.0,3699754.35985747,Non-VPN
1711,52680805.0,1.0,43.0,24499405.0,24499450.0,771767.926470588,1013092.40384615,3112043.22604624,3526650.64647332,2.315834012,173.0801190301,1.0,24499149.0,435378.553719008,2352260.14600384,2003231.0,10500000.0,29522247.0,11200000.0,1000956.0,7318146.4,24499149.0,10100000.0,Non-VPN
1712,50403210.0,121.0,1.0,10009557.0,9658666.0,1440073.57142857,1472127.67647059,2381668.96880988,2357471.94051525,1.4086404417,103.6838725153,1.0,9658666.0,720045.857142857,1767046.3145429,1516959.0,3850196.07692308,10009431.0,2594293.1167777,1150121.0,3591252.30769231,9658666.0,2620715.74552783,Non-VPN
1713,59654958.0,0.0,59.0,32985300.0,32781784.0,974680.754098361,1104721.44444444,4240285.71842541,4464901.40534913,1.9612787256,126.8293575867,0.0,32781784.0,514266.879310345,3077217.43528795,2020086.0,19500000.0,42082156.0,20500000.0,1810187.0,13300000.0,32781784.0,17000000.0,Non-VPN
1714,59969917.0,26.0,0.0,6105214.0,6112193.0,402476.483221477,431433.517985612,1052427.08345335,1132441.09900777,4.8357579017,2169.4543949427,0.0,6105214.0,207508.363321799,761924.237375978,1093481.0,3467828.70588235,7051620.0,1854335.01305853,1018365.0,2772457.64705882,6105214.0,1610460.21837173,Non-VPN
1715,39047710.0,1.0,90.0,10146441.0,9953760.0,1253174.38709677,1849903.38095238,2396862.86164037,2704530.41647947,1.3829236081,110.2753528952,1.0,9946874.0,736749.245283019,1896458.4763046,1019135.0,4605962.875,10146441.0,3263583.71494488,1000981.0,3811155.125,9946874.0,3642937.23945656,Non-VPN
1716,59951184.0,16.0,0.0,3047093.0,1942464.0,3042.300091352,3079.789581835,28749.4162198975,24372.3534696252,653.3982715004,471793.801436849,0.0,1942403.0,1530.4991958337,17021.0701659043,1104690.0,16300000.0,44834982.0,24700000.0,1104690.0,1545531.33333333,1942403.0,420583.839777319,Non-VPN
1717,40624084.0,16.0,0.0,4866486.0,5357060.0,4358.8072961373,4368.545434993,70333.238923351,73683.2054929956,458.3734121857,332195.527165609,0.0,4865881.0,2181.744575725,49201.5215929455,2004025.0,8026550.8,26845532.0,10600000.0,1052905.0,2616942.4,4865881.0,1462080.19652482,Non-VPN
1718,52575312.0,0.0,54.0,37465247.0,37505589.0,1314371.6,1751204.53333333,5882264.97693912,6764935.48263793,1.3694640557,88.7108382733,0.0,37465247.0,740497.352112676,4435333.57496749,1002195.0,7920935.33333333,42512376.0,16900000.0,1001606.0,7079306.0,37465247.0,14900000.0,Non-VPN
1719,59301145.0,1.0,28.0,7485928.0,7857899.0,30982.7084639498,31474.0160170849,267221.226515411,287958.673093278,63.8942131724,44948.7273812335,0.0,7485622.0,15655.0013199578,188626.429969598,1402340.0,3588620.0,8285516.0,2420369.40019789,1030063.0,2720003.63636364,7485622.0,1862785.87049058,Non-VPN
1720,59190636.0,40.0,16.0,16772808.0,16773770.0,880463.358208955,939526.936507937,2300044.99619302,2322076.30325428,2.2300824745,154.7542080812,12.0,16573949.0,451836.916030534,1654849.25652579,1005064.0,9148250.66666667,26074364.0,9381555.34069095,1004993.0,5778645.83333333,16573949.0,5781012.2535117,Non-VPN
1721,50456768.0,2.0,8.0,10000426.0,10000724.0,70273.6155988858,70294.5271966527,623048.628787324,623522.867458025,28.4798265319,8347.0863611399,-1.0,9649807.0,35137.0250696379,432999.545714418,2000002.0,5005025.9,10000426.0,2579173.15227143,1441413.0,4429645.6,9649807.0,2824838.65871666,Non-VPN
1722,58578934.0,21.0,40.0,46374652.0,46175131.0,1672549.51428571,2169590.14814815,7795922.05243999,8810920.27039504,1.0925429268,82.2650681899,6.0,46175131.0,929824.349206349,5805744.21649145,1001545.0,14600000.0,51511771.0,24600000.0,1001092.0,12500000.0,46175131.0,22400000.0,Non-VPN
1723,52752369.0,1.0,18.0,10042522.0,10009096.0,94200.6589285714,94929.0253623188,739195.554731984,747491.063493277,21.1175350248,5978.5371913819,0.0,9649711.0,47396.5579514825,515363.18095459,1071701.0,4396008.83333333,10009092.0,3441403.99610601,1037701.0,3711277.66666667,9649711.0,3417361.5092791,Non-VPN
1724,59633899.0,20.0,38.0,24499374.0,24499347.0,900516.560606061,1169267.15686275,3507464.26051981,3938744.63481854,1.9955092992,137.2876859855,4.0,24499314.0,505372.025423729,2638549.34009758,2003255.0,11900000.0,29522353.0,11300000.0,1000950.0,8669676.0,24499314.0,10700000.0,Non-VPN
1725,59486458.0,100.0,53.0,10009548.0,9658616.0,1351958.34090909,1293174.84782609,2379599.3765865,2301437.17867815,1.5465704816,146.8233324633,49.0,9658616.0,653697.340659341,1734476.57621905,1517205.0,4221814.78571429,10009173.0,2995285.03081929,1102225.0,3788551.28571429,9658616.0,2841352.85787311,Non-VPN
1726,59656778.0,10.0,24.0,32985181.0,32781691.0,990940.816666667,1125599.58490566,4274145.34303216,4505646.96684875,1.9276937819,124.7469315222,4.0,32781691.0,523305.070175439,3103560.11634217,2020059.0,19200000.0,41081988.0,20000000.0,1810196.0,13300000.0,32781691.0,17000000.0,Non-VPN
1727,59968630.0,1.0,27.0,6105133.0,6112220.0,15375.71,15719.1043250328,206194.395813121,217775.020047872,128.6839469236,91611.6476230989,0.0,6105133.0,7771.9841886988,143252.658752854,1093749.0,3263540.6,6506750.0,1607636.09312432,1016348.0,2795067.46666667,6105133.0,1624509.38443995,Non-VPN
1728,38001499.0,40.0,66.0,10146429.0,9953685.0,1260066.26666667,1889588.2,2437343.91243671,2768493.47006063,1.3683670742,110.0482904635,6.0,9946549.0,745127.431372549,1932255.3327624,1019192.0,4475190.5,10146429.0,3263925.24132653,1000945.0,3810924.375,9946549.0,3642505.32338513,Non-VPN
1729,59953102.0,1.0,26.0,3047138.0,1942390.0,3056.2646444048,3082.563525117,28814.7574701336,24376.9967092435,651.6093195645,471322.518057531,-1.0,1942191.0,1534.7011903238,17069.4533910017,1104947.0,13000000.0,34835609.0,19000000.0,1104947.0,1545455.33333333,1942191.0,420334.882734985,Non-VPN
1730,23262002.0,1.0,26.0,3159229.0,3257324.0,4124.4044326241,4138.3369507205,55918.0589719157,55461.3242089101,484.1801664362,350551.040275897,-1.0,3157489.0,2065.5302788137,38443.3616047827,3158866.0,7753628.33333333,16844695.0,7873248.58922757,1052670.0,2071130.66666667,3157489.0,1054050.91221621,Non-VPN
1731,50570842.0,25.0,23.0,37465155.0,37505449.0,1580333.34375,2021273.84,6566503.5097503,7403069.87089966,1.1666801988,75.6957932399,10.0,37465155.0,871911.068965517,4903047.43131282,1002099.0,7920860.33333333,42511996.0,16900000.0,1001558.0,7079276.0,37465155.0,14900000.0,Non-VPN
1732,59958253.0,52.0,1.0,10005507.0,10004557.0,5154.1129545259,5136.3026655202,144668.010835055,144690.160457306,388.0199778336,280732.662440982,-128.0,10004557.0,2577.2976702201,102300.559963815,3058466.0,7524862.75,10233794.0,3364605.38399843,3018355.0,7273868.5,10004557.0,3150505.77832851,Non-VPN
1733,35335492.0,188.0,4.0,29236651.0,29236753.0,2078530.47058824,1472292.375,7014125.82556718,5929867.70628862,1.216906786,131.5674336726,4.0,29236506.0,841321.238095238,4501579.44560779,29320898.0,29300000.0,29320898.0,0.0,29236506.0,29200000.0,29236506.0,0.0,Non-VPN
1734,59992218.0,57.0,0.0,1653831.0,1562604.0,2723.063592211,2723.0487040988,17713.428197095,17416.4571633922,734.4952640357,533045.886051421,-721.0,1552504.0,1361.510065134,12070.9794419637,11813284.0,11800000.0,11813284.0,0.0,1552504.0,1552504.0,1552504.0,0.0,Non-VPN
1735,59953733.0,56.0,0.0,576069.0,501272.0,2626.0566798073,2626.0593517302,12523.7208291867,12492.8938346002,761.6206316961,553249.286412241,-1247.0,501272.0,1313.0183964434,8509.5994277751,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1736,2329192.0,257116.0,316468.0,1061554.0,1002565.0,772931.333333333,773545.0,447763.894034382,395840.586333059,3.4346674727,173.4507073698,8557.0,1002565.0,332741.714285714,448343.519337652,1011122.0,1011122.0,1011122.0,0.0,1002565.0,1002565.0,1002565.0,0.0,Non-VPN
1737,59946093.0,50.0,0.0,2886860.0,1554317.0,2753.0288876642,2752.9382319173,23833.7440904185,18536.1895956023,726.5027263745,527769.457802696,-474.0,1554317.0,1376.4889322618,12941.3627539225,52118109.0,52100000.0,52118109.0,0.0,1554317.0,1554317.0,1554317.0,0.0,Non-VPN
1738,59600953.0,437701.0,450764.0,38693926.0,38639014.0,2481121.58333333,2481132.75,7772074.38035562,7761866.11950739,0.8389127603,41.5597381471,113.0,38639014.0,1216345.97959184,5513556.58881816,1547683.0,12700000.0,38639127.0,17400000.0,1493648.0,11900000.0,38639014.0,17900000.0,Non-VPN
1739,59923879.0,38.0,0.0,5384333.0,5388731.0,3831.9072771454,3899.4730266155,61805.9253627789,64224.3258808681,517.4398005843,372080.452268452,-219.0,5384333.0,1932.6542927175,43762.3458109183,2126736.0,3072657.33333333,5387934.0,1176751.25889037,1917516.0,2837562.0,5384333.0,1280400.68676106,Non-VPN
1740,59972336.0,41.0,1.0,434655.0,251407.0,2732.0558061136,2732.7648104265,13192.5197497863,12739.2958784307,731.9541463251,531664.382724728,-244.0,251407.0,1366.2369236377,8775.8957258596,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1741,653.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,3062.787136294,157733.537519142,653.0,653.0,653.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1742,53452818.0,36.0,0.0,10023449.0,10036889.0,4707.8402325172,4539.6867813531,123374.461209523,120854.823510455,422.3350768897,304917.693955817,-100.0,7502074.0,2367.8930628156,76505.2776667642,2521375.0,10700000.0,33418634.0,12900000.0,2332041.0,4472947.4,7502074.0,2753769.68938927,Non-VPN
1743,52651356.0,2516006.0,2498645.0,10041741.0,10021599.0,6581419.5,6568123.625,3505099.21875375,3523213.15745441,0.341871537,15.3082477116,335.0,7505291.0,3097138.58823529,3120033.18918576,2498923.0,4781433.18181818,7505506.0,2600479.5115716,2497984.0,4776404.54545455,7505291.0,2605036.23051791,Non-VPN
1744,30805929.0,46995.0,99521.0,22167141.0,22115065.0,1618431.36842105,1621364.68421053,4993046.25982359,4975585.8307706,1.2984513468,64.9225673409,175.0,22115065.0,789895.615384615,3520987.84456208,22533971.0,22500000.0,22533971.0,0.0,22115065.0,22100000.0,22115065.0,0.0,Non-VPN
1745,52693991.0,2593195.0,2552119.0,10046955.0,10018595.0,7159456.0,6580456.375,3316687.69309932,3476444.57016152,0.3226174309,13.9294820163,465.0,7440796.0,3293374.4375,3065591.24969011,2552119.0,4785786.45454545,7458315.0,2517830.29637455,2552119.0,4780436.0,7440796.0,2512470.25433084,Non-VPN
1746,880654.0,829822.0,880654.0,829822.0,880654.0,829822.0,880654.0,0.0,0.0,4.542078955,186.2252371533,673.0,829822.0,293551.333333333,465082.666838739,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1747,52757921.0,38817.0,1219573.0,10042459.0,10050178.0,5007273.0,5861961.88888889,3794519.02082401,3848607.94985248,0.3980444946,18.1205017537,264.0,7353563.0,2637896.05,2986549.30443475,1238599.0,4396471.41666667,7353975.0,2644790.99004828,1187656.0,4388787.33333333,7353563.0,2654307.90907224,Non-VPN
1748,59995694.0,45.0,1.0,6232583.0,5117617.0,2938.522075791,3237.9348049004,46363.7854909874,45791.0158597968,633.9121604294,448755.20566526,-173.0,5117617.0,1577.547106308,31160.1156953599,2691165.0,25100000.0,47452564.0,31700000.0,2691165.0,3904391.0,5117617.0,1715760.66342337,Non-VPN
1749,59986756.0,61.0,0.0,301311.0,300926.0,2528.3280084299,2528.312918862,11733.7980159435,11827.9889348509,791.0412758443,574684.685399557,-459.0,299823.0,1264.1831784367,8070.4858830265,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1750,59364816.0,4431.0,8.0,40687418.0,40678851.0,3491968.82352941,3124464.0,9972059.56790635,9468415.46652037,0.6401097916,48.4125142408,8.0,40625066.0,1604454.48648649,6867482.9018106,11828827.0,26300000.0,40684056.0,20400000.0,11755453.0,26200000.0,40625066.0,20400000.0,Non-VPN
1751,59967700.0,52.0,0.0,584601.0,589519.0,2539.0414937759,2539.0353120501,12336.7961562433,12411.1088124649,787.724058118,572273.857426581,-201.0,584160.0,1269.5069542943,8506.0003058592,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1752,59965545.0,55.0,1.0,107707.0,110175.0,2530.5995104659,2530.1502721864,11589.0153654955,11690.8673344383,790.3705369475,574208.139023834,-1106.0,104600.0,1265.256045069,7945.3591635826,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1753,172341.0,121867.0,172341.0,121867.0,172341.0,121867.0,172341.0,0.0,0.0,23.2097991772,951.6017662657,165.0,121867.0,57447.0,61164.1846467359,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1754,53357914.0,59.0,1.0,8984971.0,6189253.0,4133.0684740511,4132.9731990705,92776.0478179954,78327.1487979883,483.9394583529,350763.899803129,-489.0,6188901.0,2066.4542039425,54407.0680222332,1051897.0,7622517.71428571,37546094.0,13300000.0,1051897.0,2771377.85714286,6188901.0,1853341.32066087,Non-VPN
1755,8725427.0,418248.0,450613.0,619362.0,594101.0,513260.411764706,510303.0,55922.7209376462,47184.542195379,4.1258725791,210.4195015327,166.0,568291.0,249297.914285714,234697.085044164,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1756,58928993.0,2806679.0,2806713.0,10031190.0,10036092.0,6547388.0,6615542.75,3147914.33818145,3362542.93291581,0.3224219358,14.6447437172,165.0,7208085.0,3273832.94444444,2973104.1587233,2806713.0,4910749.41666667,7208085.0,2212308.75198484,2806291.0,4910412.0,7208085.0,2212502.5224444,Non-VPN
1757,52892385.0,2016545.0,2801010.0,10017881.0,10023687.0,6511402.5,6611507.75,3482765.19561292,3358551.94711323,0.3403136387,14.9548937905,323.0,7205977.0,3111316.76470588,2943224.9230784,2801010.0,4808369.27272727,7205977.0,2288659.39592097,2016545.0,4730732.72727273,7205977.0,2373678.43551032,Non-VPN
1758,42713764.0,2016539.0,2018965.0,40643411.0,40694799.0,21300000.0,21400000.0,27300000.0,27300000.0,0.1404699431,7.4214953288,327.0,40643411.0,8542752.8,18000000.0,2018965.0,21400000.0,40694472.0,27300000.0,1965478.0,21300000.0,40643411.0,27300000.0,Non-VPN
1759,53019609.0,2849797.0,2800870.0,10059202.0,10035079.0,6272240.875,6621110.875,3041810.67543607,3334455.7611597,0.339497034,15.2585055842,690.0,7191885.0,3118800.52941176,2936859.27551708,2802382.0,4815353.36363636,7200982.0,2231423.8889738,2800870.0,4805466.63636364,7191885.0,2221133.79263748,Non-VPN
1760,53964018.0,3002297.0,915505.0,10041263.0,10013170.0,6265813.5,5996002.0,2964590.30498981,3597851.71228823,0.3520864588,16.0847919071,304.0,7035105.0,2998001.0,2849898.52751766,2951429.0,4822592.09090909,7053438.0,2097926.64766922,2950830.0,4817745.36363636,7035105.0,2092685.09996353,Non-VPN
1761,54114006.0,12605356.0,12605460.0,41458040.0,41508546.0,27000000.0,27100000.0,20400000.0,20400000.0,0.1108770251,5.4884127411,354.0,41458040.0,10800000.0,18000000.0,12605356.0,27100000.0,41508192.0,20400000.0,12605002.0,27000000.0,41458040.0,20400000.0,Non-VPN
1762,53150700.0,3052404.0,3005307.0,10036182.0,10038340.0,7152265.85714286,6643823.125,3116972.51288602,3247032.41297408,0.3198452701,13.8662331823,115.0,6968617.0,3321918.75,2843261.83594896,3005307.0,4831871.36363636,7003131.0,2043557.26021909,3002087.0,4826577.45454545,6968617.0,2038809.57352475,Non-VPN
1763,53245175.0,3079110.0,3051034.0,10043227.0,10037086.0,6655269.0,6649299.125,3205516.9437149,3227426.85926934,0.3380588006,15.2126460285,322.0,6954953.0,3132069.11764706,2852963.88002287,3051288.0,4835853.90909091,6954953.0,2012176.60555539,3051034.0,4830799.81818182,6954953.0,2007235.6357467,Non-VPN
1764,53269557.0,53217125.0,53269557.0,53217125.0,53269557.0,53200000.0,53300000.0,0.0,0.0,0.0750897928,3.0786815066,2096.0,53217125.0,17800000.0,30700000.0,53267461.0,53300000.0,53267461.0,0.0,53217125.0,53200000.0,53217125.0,0.0,Non-VPN
1765,53272492.0,3147581.0,3151359.0,10046564.0,10051194.0,7159160.71428572,7155402.28571429,3086732.41610619,3081192.62921644,0.3003426234,12.4642188693,375.0,6861888.0,3551499.46666667,2749422.47915109,3151724.0,4842953.81818182,6861888.0,1925478.29570314,3147581.0,4842435.90909091,6861888.0,1925790.84065129,Non-VPN
1766,53288679.0,3202232.0,3151386.0,10020488.0,10021128.0,6661084.875,6256347.5,3146369.11947034,2864532.33526744,0.337782815,15.125163827,301.0,6803699.0,3134628.17647059,2804646.58751978,3152269.0,4844425.36363636,6861967.0,1886780.31538607,3151386.0,4838308.54545455,6803699.0,1881274.16419159,Non-VPN
1767,53259916.0,53219069.0,53259916.0,53219069.0,53259916.0,53200000.0,53300000.0,0.0,0.0,0.0751033854,3.0792388032,255.0,53219069.0,17800000.0,30700000.0,53259661.0,53300000.0,53259661.0,0.0,53219069.0,53200000.0,53219069.0,0.0,Non-VPN
1768,53336577.0,2752271.0,3133150.0,10029425.0,10066471.0,6266949.0,6264358.375,3333820.17078702,2882231.87302268,0.3374794749,14.8490968965,290.0,6828690.0,3137445.70588235,2540576.67587074,2751981.0,4444714.75,6861726.0,1774146.5187407,2751981.0,4435857.91666667,6828690.0,1770607.51749403,Non-VPN
1769,59277827.0,151.0,1.0,41145553.0,41141010.0,2692345.86363636,1852432.09375,9391581.91283989,7835653.54630126,0.9447039953,87.7731229925,1.0,41095070.0,1077778.67272727,5999479.63357057,17903594.0,29500000.0,41141010.0,16400000.0,17853111.0,29500000.0,41095070.0,16400000.0,Non-VPN
1770,59990770.0,174.0,2.0,10015670.0,10048479.0,895333.567164179,937355.78125,1897507.38023537,2020421.01226716,2.2170077164,115.7844781789,2.0,6846728.0,454475.53030303,1224397.32632895,1123088.0,3157165.15789474,6846728.0,1701602.3450689,1118731.0,2960963.63157895,6846728.0,1746908.8006549,Non-VPN
1771,59997600.0,46.0,0.0,10022105.0,9933506.0,6123.2811798326,6120.9549071618,135856.961980063,148735.224677344,326.7130685227,235765.280611224,-501.0,6919303.0,3060.9458701087,83497.7071458549,1267164.0,3703400.55555556,6919303.0,1909824.85031996,1150931.0,3447113.88888889,6919303.0,1831313.78759123,Non-VPN
1772,54014046.0,162.0,3.0,13252487.0,13251680.0,587109.195652174,428253.698412698,1917702.27711336,1661242.77955577,4.0730146377,377.5499432129,3.0,13251506.0,246639.479452055,1272213.27511843,1122889.0,4150577.15384615,13497003.0,3955024.12171212,1071239.0,3804241.53846154,13251506.0,3827051.08239989,Non-VPN
1773,53577562.0,60.0,1.0,10031385.0,6813763.0,4289.2932511408,4026.2461772476,116845.243828961,85244.6055607458,466.3146113293,337972.022691141,-133.0,6754893.0,2144.5607813313,61596.6650888932,2003186.0,8929593.66666667,33004190.0,11900000.0,1077342.0,3429905.83333333,6754893.0,2104348.81275238,Non-VPN
1774,53435238.0,3308219.0,3239925.0,10046778.0,10019058.0,6679404.75,6257448.25,3100088.19487544,2811135.17544417,0.3368563643,15.158536395,165.0,6707403.0,3143249.29411765,2754452.21724845,3253105.0,4857748.90909091,6761342.0,1772513.50958299,3239925.0,4845861.63636364,6707403.0,1761802.05400583,Non-VPN
1775,10108781.0,51244.0,2.0,1055628.0,1022915.0,842346.583333333,502763.15,368188.067363297,515360.324990683,3.3634124629,180.0414906604,2.0,1022572.0,306326.696969697,460761.676573352,1001948.0,1256907.875,2007559.0,461997.630684691,1000861.0,1006058.5,1022572.0,7328.4342217732,Non-VPN
1776,53435118.0,3357184.0,3342978.0,10015445.0,10014074.0,6679389.75,6255676.875,3075870.86312001,2774802.24848948,0.3368571208,15.0837132988,336.0,6664113.0,3143242.23529412,2751575.2414038,3342928.0,4857738.0,6664460.0,1722656.03393756,3342928.0,4855781.0,6664113.0,1724333.65124227,Non-VPN
1777,53440812.0,3351838.0,3351605.0,10022295.0,10022405.0,7154773.57142857,6260162.875,2995499.55777843,2780711.83788658,0.3181089389,13.7535335354,286.0,6653812.0,3340050.75,2714350.80889372,3351605.0,4858255.63636364,6659588.0,1719876.97594577,3351552.0,4856140.90909091,6653812.0,1720673.06456805,Non-VPN
1778,57674.0,3184.0,57674.0,3184.0,57674.0,3184.0,57674.0,0.0,0.0,69.3553420952,2843.5690259042,126.0,54364.0,19224.6666666667,30469.9425800794,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1779,53440480.0,2453103.0,3299118.0,10044383.0,10025365.0,6260969.5,6262860.0,2971676.7608522,2800646.61655597,0.3368233219,14.8389385724,317.0,6706783.0,3143557.64705882,2515371.29988498,2453103.0,4453373.33333333,6707236.0,1694684.27661823,2453103.0,4449012.75,6706783.0,1697580.02195948,Non-VPN
1780,53369547.0,3261931.0,3253385.0,10015826.0,10021649.0,6670674.125,6671153.625,3115423.85440124,3125989.85640811,0.3372709909,15.1959318673,318.0,6756321.0,3139385.11764706,2779168.91083057,3253385.0,4851748.09090909,6764680.0,1816844.2667914,3252765.0,4845860.63636364,6756321.0,1811598.16755608,Non-VPN
